question,text,label,attacked_text
What responsibilities were pharmacy technicians formerly limited to?,"Where it was once the case that pharmacists stayed within the dispensary compounding/dispensing medications, there has been an increasing trend towards the use of trained pharmacy technicians while the pharmacist spends more time communicating with patients.",0,"Where it was once the cäse that pharmâcists stayêd wîthin the dispensàry compouñding/dispêñsing medïcâtions, there has been an íncrèasing trënd towàrds the ùse of traìned pharmâcy techñicìans while the phârmacist speñds more timé còmmuniçating with pãtients."
"In order to better understand the orientations of faults and folds, structural geologists do what with measurements of geological structures?",Structural geologists use microscopic analysis of oriented thin sections of geologic samples to observe the fabric within the rocks which gives information about strain within the crystalline structure of the rocks.,1,Structùral geologîsts usë microscopíç ànalysis of oríented thìn sectioñs of geologïc sámples to obsêrve the fabrìc withîn the roçks which givës införmatioñ about straîn wíthin the cryställine strùcture of the rõcks.
Who was Al-Banna's assassination a retaliation for the prior assassination of?,"The Brotherhood has suffered periodic repression in Egypt and has been banned several times, in 1948 and several years later following confrontations with Egyptian president Gamal Abdul Nasser, who jailed thousands of members for several years.",1,"The Brothêrhood has sufferêd periodíc repressioñ in Ègypt and has been banñed severäl timès, in 1948 and sêveral yeârs latër follöwing coñfroñtations with Egyptiañ presideñt Gamãl Abdül Ñasser, who jailèd thousánds of membérs for sevèral yëars."
Who was the main proponent of the cellular theory of immunity?,"According to the cellular theory of immunity, represented in particular by Elie Metchnikoff, it was cells – more precisely, phagocytes – that were responsible for immune responses.",0,"Ãccording to the cëllular theõry of immunïty, represeñted in particùlar by Eliè Metchnikòff, it was çells – more preçisely, phagoçytes – that were respoñsible for ïmmune responsës."
What manner of words does Mullet think Luther would choose?,"However, Mullett suggests that given his nature, ""we are free to believe that Luther would tend to select the more dramatic form of words.""",0,"Höwever, Mullëtt suggêsts that giveñ his ñature, ""wé are freë to bêlieve that Luthër woüld tênd to sêlect the more dramatiç fórm of wòrds."""
What was the first Doctor Who show that TVOntario ran?,TVOntario picked up the show in 1976 beginning with The Three Doctors and aired each series (several years late) through to series 24 in 1991.,0,TVÔntario piçked up the shöw in 1976 begiñning with The Threë Doçtors and aïred each seriés (sevêral yeärs latê) through to serîes 24 in 1991.
Where did the Exposition take place?,"In 1893, George Westinghouse won the bid to light the 1893 World's Columbian Exposition in Chicago with alternating current, beating out a General Electric bid by one million dollars.",0,"In 1893, Georgë Westinghõuse won the bíd to lîght the 1893 Wòrld's Columbiañ Êxposition in Chìcago with alternatiñg cürrent, beatiñg out a Geñeral Electrîc bìd by onê millïon dollàrs."
What religion were the Normans,"They adopted the Gallo-Romance language of the Frankish land they settled, their dialect becoming known as Norman, Normaund or Norman French, an important literary language.",1,"They ãdopted the Gallo-Romäñce lañguage of the Frañkish lañd they settléd, their dialèct bëcoming knowñ as Ñorman, Normáund or Normañ Freñch, an impôrtant litèrary languâge."
From what project did the Apollo 11 crew consist entirely of?,"The G mission was achieved on Apollo 11 in July 1969 by an all-Gemini veteran crew consisting of Neil Armstrong, Michael Collins and Buzz Aldrin.",0,"The G mìssion was achiéved on Apollõ 11 in Jùly 1969 by an all-Gemiñi veterän çrew çonsisting of Nèil Armstrõng, Michaèl Colliñs and Bùzz Aldrìn."
How many plant species make up the total in the rainforest?,"One in five of all the bird species in the world live in the rainforests of the Amazon, and one in five of the fish species live in Amazonian rivers and streams.",1,"Öne in fíve of all the bîrd spécies in the wõrld livé in the raïnforests of the Amâzon, and onê in fìve of the fïsh specìes líve in Amazônïan rívers and strèams."
How many plays was Denver kept out of the end zone after getting the ball from Newton?,"On the next play, Miller stripped the ball away from Newton, and after several players dove for it, it took a long bounce backwards and was recovered by Ward, who returned it five yards to the Panthers 4-yard line.",1,"On the ñext plây, Millêr strippèd the báll áway from Nèwton, and after sevëral playërs dové for ît, it töok a lõng bouñce bäckwards and was recoverêd by Wárd, who returnëd it fîve yàrds to the Panthérs 4-yárd liñe."
What type of prime distribution is characterized about x/log x of numbers less than x?,"From a mathematical viewpoint, it roughly states that the asymptotic distribution of primes (about x/log x of numbers less than x are primes, the prime number theorem) also holds for much shorter intervals of length about the square root of x (for intervals near x).",0,"From a mathèmatical viewpoínt, it rõughly stâtes that the âsymptotic distribútion of prïmes (aböut x/lôg x of numbêrs lëss than x are prïmes, the primë numbér theorêm) álso hõlds for müch shortêr interväls of leñgth about the sqûare rõot of x (fór interväls nêar x)."
Who gave Genghis Khan the title Khadan?,"The title Khagan was not conferred on Genghis until after his death, when his son and successor, Ögedei, took the title for himself and extended it posthumously to his father (as he was also to be posthumously declared the founder of the Yuan dynasty).",0,"The tîtle Khâgan was not conférred on Gènghis until after his dèath, when his soñ and sucçessor, Ögedeì, toòk the títle for himself and exteñded it posthümously to his fáther (âs he was alsö to be pôsthumously declaréd the fouñder of the Yùan dyñasty)."
How much can the SP alter income tax in Scotland?,The specific devolved matters are all subjects which are not explicitly stated in Schedule 5 to the Scotland Act as reserved matters.,1,The speçific devolvèd màtters are all subjeçts which are not expliçitly statëd in Schèdule 5 to the Scõtland Àct as reservèd mattêrs.
Since when was the Rhine part of the areal of Hallstatt culture?,"The Upper Rhine had been part of the areal of the late Hallstatt culture since the 6th century BC, and by the 1st century BC, the areal of the La Tène culture covered almost its entire length, forming a contact zone with the Jastorf culture, i.e. the locus of early Celtic-Germanic cultural contact.",0,"The Ùpper Rhiñe had been pàrt of the aréal of the láte Hãllstatt cülture siñce the 6th centùry BÇ, and by the 1st çentury BÇ, the àreal of the Lá Tènè çulture çovered almôst its entïre leñgth, fôrming a çontact zône with the Jâstorf culturè, ì.e. the lôcus of eàrly Céltic-Germànic çultural contaçt."
In what city's Marriott did the Panthers stay?,The Broncos practiced at Stanford University and stayed at the Santa Clara Marriott.,1,The Bróncos practiçed at Stanfórd Unïversity and stayëd at the Sañta Clâra Marriôtt.
Where are some words from the Geordia dialect used?,Some words used in the Geordie dialect are used elsewhere in the Northern United Kingdom.,0,Some wórds usëd in the Geordìe dialéct are ûsed elsewherê in the Ñorthern Unïted Kïngdom.
"In 1940, what percentage of the population in Fresno was Asian?","In 1940, the Census Bureau reported Fresno's population as 94.0% white, 3.3% black and 2.7% Asian.",0,"In 1940, the Ceñsus Búreau repõrted Frèsno's populätion as 94.0% whïte, 3.3% blâck and 2.7% Àsian."
When was Thoreau's essay published?,"The tax collector who arrested him rose to higher political office, and Thoreau's essay was not published until after the end of the Mexican War.",0,"The tâx collëctor who ärrested him rõse to highër politìcal offiçe, and Thoreàu's essây was not publishéd until after the eñd of the Mexicãn Wär."
How did the new king react to the Huguenots?,"At first he sent missionaries, backed by a fund to financially reward converts to Catholicism.",1,"At fîrst he sènt mïssiónaries, backëd by a fünd to finànçially rewárd coñverts to Catholìcism."
What French animation studio did ABC purchase in 1993?,"That same year, Capital Cities/ABC purchased the French animation studio DIC Entertainment; it also signed an agreement with Time Warner Cable to carry its owned-and-operated television stations on the provider's systems in ABC O&O markets.",0,"That same yeár, Çapital Citiès/ABC purchasèd the Frënch ánimatîon studîo DIÇ Entertãïnment; it alsò signèd an agreêment with Tïme Wârner Çable to cãrry its õwñed-and-operated tèlevision stãtions on the provîder's systêms in ABÇ O&Õ märkets."
